,id_x,user_id,timestamp,loan_amount,loan_purpose,outcome,interest,webvisit_id,campaign_referrer,name,ssn,birthday,gender,city,zip_code
1786,31178153,27027616,1513153709,230000,Home purchase,REJECTED,7.0,,,Βρυσηίς Σπανοχριστοδούλου,905-13-8199,1977-04-04,F,Γρεβενά,ΤΚ 33264
1787,92624706,20641268,1514339052,20000,Home purchase,ACCEPTED,8.7,44829815,,Αμαλία Λογοθέτη,661-61-2637,1994-06-14,M,Κιλκίς,623 50
1788,74774893,51463640,1513766877,50000,home purchase,REJECTED,14.0,,,Στεργιαννώ Τσακίρη,668-65-5303,1990-08-10,F,Καλαμάτα,ΤΚ 82565
1789,44163964,97938849,1512130244,30000,Buying a pet,REJECTED,7.0,,,Διδώ-Άννα Στούμπου,903-96-8652,1975-08-27,M,Δράμα,31760
1790,92899382,51631571,1513552057,230000,Buying a pet,REJECTED,6.7,,,Χρυσόστομη-Ρουμπίνη Κολαΐτου,326-01-5131,1989-07-23,F,Καρδίτσα,ΤΚ 900 45
1791,81809254,58987369,1514118874,80000,Refinance existing loans,REJECTED,14.0,74842400,"display3_Facebook,display2_Google,display3_Facebook,",Φανούριος Φραντζής,829-79-3954,1988-01-05,F,Αλεξανδρούπολη,41504
1792,16453628,29301798,1515632945,100000,Refinance existing loans,REJECTED,7.0,,,Διομήδης-Ευδόξιος Μπαλταγιάννης,986-81-0414,1992-09-28,M,Ερμούπολη,066 07
1793,66465566,41985522,1515011232,230000,Refinance existing loans,REJECTED,6.7,90966721,"display3_Google,display1_Google,display1_Google,",Γλυκερία Ρούσσου,462-07-9331,1996-06-23,F,Καλαμάτα,59002
1794,2405133,45989845,1515074084,200000,home purchase,ACCEPTED,14.0,,,Νικόλαος Μανουσέλης,431-58-4726,1989-07-20,F,Ναύπλιο,480 42
1795,32012214,34063228,1516236524,40000,Refinance existing loans,REJECTED,8.7,93647618,"display1_Twitter,",Ευστράτιος Τσιτούρας,045-58-7843,1977-04-11,M,Χαλκίδα,ΤΚ 525 58
1796,96483531,96064857,1516840312,270000,home purchase,ACCEPTED,6.7,,,Παντελία Ξηροτύρη,285-01-6133,1976-03-17,F,Άρτα,69392
1797,37069144,94200565,1516610980,90000,Refinance existing loans,REJECTED,7.0,,,Λήδα Πάνου,011-05-4295,1989-08-07,M,Μυτιλήνη,15316
1798,41482421,93225584,1516008004,260000,Refinance existing loans,REJECTED,7.0,,,Γαλήνη Τσάκη,157-73-3309,1984-06-30,M,Ρέθυμνο,61851
1799,19743949,39813344,1516030085,230000,Refinance existing loans,REJECTED,8.7,,,Πελοπίδας Γιαπατζής,035-27-1118,1986-03-08,M,Καβάλα,865 40
1800,37956314,16726179,1516917030,200000,Refinance existing loans,ACCEPTED,8.7,,,Χριστιάν Κελαϊδώνης,633-62-4831,1994-11-01,F,Ερμούπολη,672 25
1801,39412545,1666172,1515310719,150000,Buying a pet,ACCEPTED,8.7,,,Αρετή Χαμαλίδου,527-73-4370,1989-05-27,F,Ξάνθη,25080
1802,24272699,23067316,1516365265,60000,Buying a pet,ACCEPTED,6.7,,,Μιχαήλ Τσιρώνης,327-51-0314,1992-03-19,F,Ρέθυμνο,ΤΚ 165 12
1803,79743724,22297410,1515843104,30000,Refinance existing loans,REJECTED,8.7,10174364,"display1_Twitter,display3_Google,display3_Google,display1_Google,display3_Facebook,",Βάιος Αμπατζιάνης,292-24-1269,1992-08-30,M,Λάρισα,251 21
1804,33447404,28030759,1517147303,250000,buying a pet,ACCEPTED,7.0,7711761,"display3_Twitter,display1_Google,display2_Google,display1_Facebook,",Περικλεία Καλδή,316-91-2314,1994-10-24,M,Ρόδος,ΤΚ 152 26
1805,55322806,60249809,1516779142,240000,Buying a pet,REJECTED,14.0,13213586,,Κόσμια Ματεντσίδου,682-73-0131,1970-10-06,M,Ρέθυμνο,36420
1806,50208325,90434888,1517207759,40000,Home purchase,ACCEPTED,8.7,,,Καλλίνικη Παπακώστα,116-17-4945,1976-09-17,F,Ξάνθη,094 45
1807,83618267,49836305,1516826347,260000,Buying a pet,REJECTED,8.7,7332698,"display1_Twitter,display2_Google,display3_Facebook,display3_Google,display2_Twitter,",Μαρίνα Γρίβα,338-51-8481,1985-09-04,M,Ηράκλειο,62309
1808,16414371,71365547,1515279580,60000,Buying a pet,REJECTED,7.0,,,Θεοφίλη Δούβαλη,480-78-9724,1970-06-12,F,Καλαμάτα,682 08
1809,88981446,215781,1516372963,100000,Buying a pet,ACCEPTED,14.0,,,Υάκινθος Γκάγκας,366-20-0783,1992-02-04,M,Λιβαδιά,584 50
1810,11951386,28104537,1517280160,240000,Refinance existing loans,ACCEPTED,7.0,,,Ευδοξία-Ερασμία Χαλβατζή,436-60-6163,1984-12-15,M,Έδεσσα,49032
1811,77094615,45279924,1516554801,300000,Buying a pet,ACCEPTED,8.7,,,Φλώρα Λιούκα,307-09-9139,1984-04-09,F,Κιλκίς,669 98
1812,4236952,99631306,1516677290,30000,Buying a pet,REJECTED,8.7,,,Ναταλίνα Φιλιάγκου,365-38-8665,1987-01-30,F,Κομοτηνή,53494
1813,12753472,7854888,1516985786,260000,Refinance existing loans,ACCEPTED,8.7,46608009,"display3_Facebook,",Πελοπίδας Ακριτίδης,269-80-6033,1995-09-14,M,Γρεβενά,93186
1814,47058020,49158517,1515918751,20000,Refinance existing loans,ACCEPTED,8.7,,,Τίτος-Λεμονής Στεργιαλής,352-54-3193,1970-09-30,F,Καρπενήσι,ΤΚ 32211
1815,74667013,1620754,1516224404,230000,Home purchase,REJECTED,6.7,,,Αγησίλαος-Αρχέλαος Λιούτας,266-73-2690,1989-02-07,M,Ρέθυμνο,ΤΚ 589 57
1816,83494213,88642839,1516925026,170000,buying a pet,ACCEPTED,8.7,,,Σπυράννα Σκούμπρου,494-81-9513,1977-04-18,F,Χανιά,73847
1817,58171505,4477326,1515723282,270000,Home purchase,REJECTED,6.7,,,Αμβρόσιος Δουβρόπουλος,208-10-8501,1993-12-01,F,Καστοριά,ΤΚ 68717
1818,82999787,48006280,1515613216,300000,home purchase,REJECTED,8.7,8461362,"display2_Twitter,display1_Google,display2_Facebook,display3_Facebook,",Χριστιάν Δανελής,168-38-2265,1996-09-17,M,Λιβαδιά,50647
1819,60259327,12265723,1516526603,230000,Buying a pet,REJECTED,14.0,,,Σουμέλα Πίσπα,665-79-0535,1987-05-24,F,Κιλκίς,47079
1820,45816075,47303664,1515457859,90000,Home purchase,REJECTED,8.7,,,Ευτύχιος Μανιώτης,030-09-4571,1972-04-02,M,Σάμος,ΤΚ 23055
1821,31005789,81875642,1516138746,260000,Refinance existing loans,ACCEPTED,8.7,,,Μελέτιος Λαγοπάτης,920-46-4688,1990-04-24,M,Φλώρινα,79573
1822,40573400,13783842,1516054990,240000,Buying a pet,ACCEPTED,8.7,62393163,"display2_Facebook,display3_Google,",Βαρσάμος Παπουλής,144-75-4354,1973-03-12,M,Λιβαδιά,69832
1823,16362620,43924842,1517163281,100000,Refinance existing loans,REJECTED,14.0,,,Ορφέας-Κομνηνός Τσοπανίδης,269-80-4574,1982-01-15,M,Καλαμάτα,ΤΚ 533 90
1824,61933111,94933873,1516577750,90000,Home purchase,REJECTED,7.0,,,Σοφοκλής Γρηγορόπουλος,662-26-7365,1989-02-20,F,Τρίκαλα,ΤΚ 53257
1825,70402681,4624866,1516682800,190000,Buying a pet,REJECTED,7.0,,,Μεγακλής-Αίας Λαζαρίδης,273-84-6558,1995-08-06,M,Ρόδος,15258
1826,75624492,28593397,1516618528,200000,Home purchase,REJECTED,8.7,,,Ζαφειρία Καλαθά,345-21-4849,1987-12-19,F,Πάτρα,33256
1827,59816389,4444024,1516552787,40000,Refinance existing loans,ACCEPTED,7.0,,,Μαρίνα-Χριστοφόρα Ζερβά,164-39-7050,1976-08-07,F,Καλαμάτα,ΤΚ 37396
1828,3348118,20002079,1516603684,60000,Home purchase,REJECTED,8.7,47756460,,Ιωσηφίνα Λεντζίου,657-47-6706,1987-03-13,F,Αλεξανδρούπολη,228 74
1829,5393419,26770394,1516077945,240000,Refinance existing loans,ACCEPTED,6.7,,,Συμεών Φωκαδελής,774-96-5110,1991-05-14,F,Κόρινθος,ΤΚ 703 38
1830,79929733,68231573,1515829420,180000,Home purchase,ACCEPTED,7.0,,,Τίτος-Στέλλιος Γιαννές,895-88-8922,1977-05-03,F,Καλαμάτα,ΤΚ 375 01
1831,22278996,91897026,1515251867,50000,Refinance existing loans,REJECTED,7.0,50954912,"display2_Facebook,",Μαλβίνα Σοκολάκη,701-34-7937,1981-03-16,M,Λευκάδα,ΤΚ 17334
1832,82772188,91690446,1516639637,220000,Refinance existing loans,ACCEPTED,8.7,79085421,"display3_Google,",Ευστρατία Ορφανίδου,011-14-3708,1995-05-12,M,Καλαμάτα,ΤΚ 73290
1833,71462659,64752228,1516241354,220000,Buying a pet,ACCEPTED,6.7,40318966,"display2_Google,display1_Facebook,display1_Twitter,display3_Twitter,",Φιλιώ Κυρούδη,180-64-5149,1982-04-26,M,Καβάλα,77167
1834,16194870,38081917,1514904310,220000,Refinance existing loans,ACCEPTED,8.7,95506896,"display2_Facebook,display1_Twitter,display3_Twitter,display1_Google,display3_Twitter,",Ροδάνθη Γεωργή,942-74-4517,1985-01-06,F,Καβάλα,ΤΚ 31029
1835,19963082,71339270,1517205078,20000,buying a pet,ACCEPTED,8.7,,,Θέκλα Τσικρίκα,715-11-1958,1986-05-24,M,Αγ. Νικόλαος,ΤΚ 581 52
1836,10643694,7461277,1515362888,190000,Buying a pet,ACCEPTED,7.0,62842960,"display3_Facebook,display3_Google,",Ελπίδα Τσακαλάκου,811-66-8841,1970-12-13,M,Σέρρες,43102
1837,71204900,89166098,1514944949,50000,Buying a pet,ACCEPTED,7.0,,,Εμμανουήλ Τζανουδάκης,773-84-2899,1988-03-31,M,Γρεβενά,ΤΚ 146 66
1838,61496835,44995129,1514921684,270000,home purchase,REJECTED,7.0,,,Παύλος Τυμβίου,487-42-2902,1970-02-01,M,Ιωάννινα,211 12
1839,85002164,60829575,1517254287,270000,Refinance existing loans,ACCEPTED,7.0,47726204,"display2_Google,display3_Twitter,display1_Twitter,",Μεγακλής-Θεόδουλος Ευστρατόπουλος,934-11-2554,1972-02-14,M,Ναύπλιο,47564
1840,13484053,1831057,1516464188,270000,Refinance existing loans,ACCEPTED,8.7,,,Καλομοίρα Παπακώστα,892-55-0186,1995-01-06,F,Κιλκίς,ΤΚ 15260
1841,57900614,78051152,1517092002,210000,Buying a pet,ACCEPTED,8.7,,,Βελισσάριος Μπουρλής,074-38-2566,1980-01-06,M,Αγ. Νικόλαος,ΤΚ 430 19
1842,16614967,32887594,1516323294,50000,Refinance existing loans,ACCEPTED,6.7,,,Παναγής Γιαννάκης,093-50-8147,1986-10-13,M,Λιβαδιά,72047
1843,71728415,7259875,1514982964,300000,buying a pet,REJECTED,6.7,,,Περικλεία Μπαλλή,487-99-5547,1992-05-23,F,Βέροια,61749
1844,13642395,11785769,1517017381,290000,buying a pet,ACCEPTED,7.0,,,Αμφιτρίτη Γεροκώστα,038-07-0901,1996-09-27,F,Ηγουμενίτσα,ΤΚ 067 98
1845,57915226,25842573,1515485438,280000,Home purchase,ACCEPTED,14.0,,,Παντελεήμων Λάτσκος,214-83-8215,1994-06-04,F,Τρίκαλα,41299
1846,1630264,16290573,1516743416,90000,Buying a pet,REJECTED,6.7,26855833,"display1_Facebook,display3_Facebook,display2_Twitter,",Βενέτιος Κατσαμάνης,933-18-0138,1973-02-13,F,Κέρκυρα,71449
1847,10575678,28650203,1516007944,220000,Refinance existing loans,REJECTED,6.7,,,Οδύσσεια Πολατίδου,187-30-5337,1978-03-21,F,Καρπενήσι,30717
1848,89979168,48536620,1517294139,40000,buying a pet,ACCEPTED,14.0,,,Γλυκερία Μηλιάκη,705-35-6637,1977-05-12,M,Σάμος,ΤΚ 278 07
1849,55940122,25136178,1517317945,120000,home purchase,ACCEPTED,6.7,,,Αγαθοκλής-Πολυκράτης Τσούπρας,540-25-2297,1981-07-06,M,Ξάνθη,ΤΚ 881 96
1850,97136674,13479365,1516944723,80000,Buying a pet,REJECTED,8.7,,,Χρυσή Κοτρώτσου,259-43-0548,1986-08-29,M,Κατερίνη,396 57
1851,30907115,47630883,1516900521,190000,Home purchase,REJECTED,6.7,,,Ζήνων-Λουκιανός Μπούκος,995-17-1941,1971-01-11,F,Ναύπλιο,614 07
1852,89136486,16791581,1515560651,80000,home purchase,ACCEPTED,7.0,4983298,"display2_Twitter,display3_Google,display3_Facebook,",Αιμιλιανός Τσόλκας,087-78-8524,1986-04-21,M,Άρτα,14005
1853,76572666,69872115,1515586629,50000,Buying a pet,REJECTED,14.0,,,Λύσανδρος Ισέρης,401-20-1374,1984-03-19,M,Καρπενήσι,83367
1854,92728310,40496696,1515420480,70000,Refinance existing loans,ACCEPTED,8.7,77467517,"display3_Twitter,display2_Google,",Θεόκλητος Παπαγιαννακόπουλος,780-61-0050,1986-03-14,M,Ηγουμενίτσα,66773
1855,42503080,54210109,1517018694,30000,home purchase,REJECTED,6.7,,,Ασκληπιός Βασιλογιάννης,512-87-8386,1972-10-25,F,Ζάκυνθος,ΤΚ 40774
1856,63279418,49263109,1516960037,270000,Home purchase,REJECTED,6.7,,,Αριστοφάνης-Σώζων Μπλανάς,838-17-2960,1979-05-03,F,Λιβαδιά,37010
1857,30091207,81114728,1515782360,50000,Buying a pet,ACCEPTED,7.0,,,Σοφοκλής Μανούκας,450-37-0953,1971-10-20,F,Ιωάννινα,177 74
1858,19462277,31338274,1517167030,80000,Home purchase,ACCEPTED,7.0,,,Φλοριάντ Πουλογιαννόπουλος,447-54-8519,1974-01-17,F,Πρέβεζα,ΤΚ 54851
1859,21684032,60947854,1515784644,300000,Refinance existing loans,ACCEPTED,8.7,,,Αγησίλαος Πολυζωάκης,074-20-1291,1972-02-04,F,Λαμία,637 47
1860,2334,90144419,1515477209,200000,Buying a pet,REJECTED,6.7,,,Βλάσης Ραχωβίτσας,936-19-7306,1985-09-04,F,Κέρκυρα,994 24
1861,67562121,52568609,1516001325,270000,Home purchase,ACCEPTED,8.7,,,Ανθή Σολωμίδου,917-02-6985,1975-03-29,M,Σάμος,34718
1862,125807,72790291,1515527891,80000,Refinance existing loans,REJECTED,7.0,762251,"display3_Facebook,",Χριστοδούλα Σηκωτίδου,119-14-5251,1988-06-12,M,Δράμα,ΤΚ 406 19
1863,79301428,8099262,1516801559,100000,Home purchase,REJECTED,6.7,,,Αιμιλία Παπατζήκα,768-80-4931,1973-01-30,F,Καβάλα,ΤΚ 064 45
1864,47657983,39935025,1516185174,290000,home purchase,REJECTED,8.7,,,Αιμίλιος Λαουρδέκης,860-75-9786,1995-09-22,M,Ηράκλειο,48336
1865,80881948,94158296,1515024715,230000,buying a pet,REJECTED,14.0,9334197,"display1_Twitter,",Τζανέτος Τσιατής,828-18-9282,1987-02-07,M,Κομοτηνή,809 23
1866,65191115,7077145,1517173315,120000,Home purchase,REJECTED,8.7,,,Βαλάντης Αβραμίδης,416-06-5293,1988-09-05,F,Καρδίτσα,22704
1867,37113998,55574814,1515750263,60000,Buying a pet,ACCEPTED,8.7,,,Κορνήλιος-Ευστράτιος Μεταξάς,159-96-9056,1970-01-08,M,Λαμία,40768
1868,66319675,38909607,1516750814,280000,Refinance existing loans,REJECTED,14.0,54735615,"display1_Google,display3_Facebook,",Ροδαμάνθη Τζιρατούδη,648-78-6038,1977-06-19,M,Σέρρες,43971
1869,41576805,41650158,1517245487,170000,buying a pet,ACCEPTED,7.0,16550838,"display2_Facebook,display2_Google,display1_Facebook,display3_Google,",Μαριάννα Παλαιολογοπούλου,108-76-6249,1971-06-29,F,Φλώρινα,367 88
1870,30082369,27705229,1516179591,60000,Buying a pet,ACCEPTED,14.0,73883299,,Θωμάς Χατζηγεωργίου,087-61-2960,1973-04-18,F,Χίος,ΤΚ 486 31
1871,65431336,20040533,1517222755,70000,buying a pet,REJECTED,7.0,,,Μαριάννα Αργυρίου,103-76-9342,1986-07-25,M,Ρόδος,ΤΚ 645 05
1872,52291143,74427028,1516891667,50000,home purchase,ACCEPTED,6.7,,,Ισιδώρα-Μεταξία Νικολουδάκη,281-07-0715,1990-01-04,M,Κιλκίς,ΤΚ 96472
1873,49022407,64199610,1515899682,200000,home purchase,ACCEPTED,8.7,,,Ανδριανή Καμινάρη,730-21-2944,1971-06-05,F,Καλαμάτα,00637
1874,92413214,51186973,1516333908,40000,Home purchase,REJECTED,6.7,,,Θέμις Τζιωρτζή,363-91-6590,1973-05-11,M,Άρτα,73457
1875,13058998,1110701,1517041108,240000,home purchase,ACCEPTED,14.0,,,Αταλάντη Βουλγαρίδου,750-29-2064,1983-07-03,F,Θεσσαλονίκη,02040
1876,7297448,37696692,1517329892,190000,Buying a pet,REJECTED,6.7,56934340,"display1_Twitter,display2_Google,display3_Twitter,",Καλή Χωριανοπούλου,494-05-1050,1995-09-22,F,Πάτρα,05552
1877,14812920,35258531,1516122471,190000,Refinance existing loans,ACCEPTED,14.0,17230765,"display1_Twitter,display2_Twitter,display2_Google,display2_Google,display1_Google,",Αγαπητός Συργής,455-35-9745,1976-05-09,F,Ηράκλειο,ΤΚ 39879
1878,94392352,87839827,1516108177,40000,buying a pet,ACCEPTED,6.7,,,Φιλομήλα Μπιμπίρη,233-17-1648,1972-08-27,F,Τρίπολη,ΤΚ 671 03
1879,76102684,61172391,1516208072,20000,Buying a pet,ACCEPTED,7.0,,,Αγαθάγγελος Τζιάρας,391-04-2268,1978-07-15,F,Αργοστόλι,20192
1880,52627845,2135695,1515606514,30000,Refinance existing loans,ACCEPTED,14.0,60239916,,Κλαίρη Πυροβόλου,754-51-4592,1987-01-04,F,Ηράκλειο,27910
1881,60784339,55155756,1516911157,60000,Home purchase,ACCEPTED,6.7,,,Αικατερίνη Μπραέσα,743-26-6661,1972-12-15,F,Λαμία,993 05
1882,19096458,96393151,1515010618,230000,Refinance existing loans,ACCEPTED,6.7,,,Δομήνικος Κούτσικος,532-21-6554,1991-06-22,M,Χίος,644 22
1883,552281,28230288,1516811252,150000,Refinance existing loans,ACCEPTED,7.0,,,Χιονιά Πάντζιου,371-62-0649,1972-09-22,F,Γρεβενά,ΤΚ 63371
1884,84317917,46272679,1517264663,60000,Buying a pet,ACCEPTED,8.7,34464176,"display2_Facebook,display1_Google,display3_Facebook,display3_Google,display1_Facebook,",Μαρτίνος-Νικόδημος Συρρής,412-73-5377,1985-10-19,M,Δράμα,ΤΚ 993 50
1885,30437701,95982356,1515027779,70000,Home purchase,ACCEPTED,6.7,,,Φραγκίσκος Νάστος,264-71-5812,1973-02-24,F,Κιλκίς,84103
1886,22567591,8037320,1515862450,120000,buying a pet,ACCEPTED,8.7,,,Μαυροειδής Μπαλουκίδης,504-09-6162,1994-05-29,M,Σπάρτη,90624
1887,9539426,66876392,1515628290,50000,Buying a pet,ACCEPTED,7.0,,,Βεατρίκη-Χριστιάνα Παπαδοπούλου,819-54-9623,1975-03-31,M,Κομοτηνή,ΤΚ 33385
1888,58261742,84169853,1516375308,40000,Refinance existing loans,REJECTED,14.0,,,Έξαρχος Αρχαυλής,296-05-9724,1970-07-30,F,Ζάκυνθος,ΤΚ 04441
1889,42866127,52297236,1517160890,20000,Buying a pet,REJECTED,7.0,25561724,,Γεράσιμος Τσαλαμάνδρης,809-02-3686,1972-09-14,M,Ιωάννινα,17540
1890,38853087,42040815,1515268080,50000,Refinance existing loans,REJECTED,8.7,,,Βερόνικα Βαμβουκάκη,807-33-0210,1985-10-09,M,Τρίπολη,883 67
1891,6569643,88162663,1515435338,240000,Refinance existing loans,ACCEPTED,6.7,99103073,"display3_Facebook,",Εμμανουήλ-Μακάριος Σπυριδάκης,051-54-1179,1970-04-30,F,Βέροια,09985
1892,81580450,88162663,1515891246,40000,Refinance existing loans,ACCEPTED,14.0,,,Εμμανουήλ-Μακάριος Σπυριδάκης,051-54-1179,1970-04-30,F,Βέροια,09985
1893,27203831,5863725,1516903751,200000,Buying a pet,REJECTED,7.0,,,Νταίζη Γκούνη,635-93-3620,1984-01-02,M,Αθήνα,ΤΚ 14399
1894,55607299,19092687,1516595854,280000,Buying a pet,REJECTED,8.7,,,Ευδόξιος Θωμάς,180-86-4043,1977-11-04,M,Κατερίνη,66208
1895,69822011,13951288,1516363678,250000,Refinance existing loans,ACCEPTED,8.7,,,Κυπριανή Δουλάμη,016-02-4945,1977-12-28,M,Κόρινθος,119 95
1896,38016867,48232383,1515507102,270000,Home purchase,ACCEPTED,6.7,88272477,"display3_Google,display1_Twitter,display3_Google,",Αριστόβουλος Μητρόπουλος,846-47-0903,1985-11-08,M,Καστοριά,57425
1897,52436285,86556945,1515600048,230000,Refinance existing loans,ACCEPTED,14.0,,,Μεταξία Κουτσούμπη,449-82-2408,1975-09-23,F,Άμφισσα,32234
1898,6646972,26350481,1516527806,170000,Refinance existing loans,ACCEPTED,7.0,,,Παναγιώτα Μητροπούλου,062-51-2179,1985-08-06,F,Ηγουμενίτσα,351 87
1899,59273151,33502533,1516021005,270000,Buying a pet,ACCEPTED,7.0,,,Ελισσαίος-Σάββας Τσούμος,267-17-7068,1988-09-11,F,Τρίπολη,65251
1900,38466079,45223287,1517178577,180000,Refinance existing loans,REJECTED,8.7,,,Αγγελική Παπασπηλιωτοπούλου,495-80-1345,1996-07-29,M,Κατερίνη,ΤΚ 301 35
1901,14105166,52125514,1516480274,270000,Buying a pet,ACCEPTED,14.0,32071333,"display1_Twitter,display1_Facebook,display2_Google,display3_Twitter,",Ντανιέλα Αναστασάκη,709-30-2758,1993-02-14,F,Καρδίτσα,ΤΚ 62529
1902,49251850,69772290,1516022647,280000,Refinance existing loans,ACCEPTED,14.0,,,Ιουλιανός Κατσαβός,085-61-2863,1980-01-31,M,Φλώρινα,ΤΚ 999 10
1903,10089610,51058240,1516920205,220000,Home purchase,ACCEPTED,14.0,,,Τιμολέων Μαραγκός,338-33-0093,1995-12-13,M,Καρδίτσα,ΤΚ 97506
1904,267902,99928578,1516045214,20000,Refinance existing loans,REJECTED,14.0,,,Πολύβιος Πλιάτσικας,020-19-8268,1988-09-03,M,Έδεσσα,161 07
1905,83260687,57985725,1516574549,200000,Buying a pet,ACCEPTED,6.7,,,Θρασύβουλος Μαρκόπουλος,533-81-6757,1977-06-09,F,Βέροια,ΤΚ 355 07
1906,38395163,58516587,1515202220,20000,Refinance existing loans,REJECTED,14.0,,,Διαμαντούλα Ατσαλάκη,027-52-4208,1981-06-20,F,Πάτρα,72043
1907,74568760,5808302,1516379422,20000,Refinance existing loans,ACCEPTED,6.7,10739772,"display3_Twitter,display2_Google,display3_Facebook,display2_Facebook,display1_Google,",Γεώργιος Τσικνιάς,824-40-0502,1981-07-22,F,Πάτρα,41055
1908,95448732,70233042,1516484295,20000,Refinance existing loans,ACCEPTED,8.7,,,Χριστόφιλη-Νικητία Φασατάκη,142-62-9219,1982-01-01,M,Πάτρα,ΤΚ 194 05
1909,60320585,76435417,1516776075,100000,Home purchase,ACCEPTED,14.0,,,Ιπποκράτης Αναστασάκης,887-74-5581,1982-10-28,F,Αγ. Νικόλαος,372 01
1910,82831405,4521259,1516503515,50000,Buying a pet,REJECTED,8.7,50513370,,Μενέλαος Μαυρούτσος,569-91-1073,1989-06-03,M,Αθήνα,ΤΚ 886 27
1911,38795086,62525892,1517102994,100000,Refinance existing loans,REJECTED,7.0,35658917,"display1_Facebook,display1_Facebook,display1_Google,display1_Twitter,",Φαίδρα Καρκανάκη,053-43-2394,1989-01-12,M,Πύργος,91146
1912,85882477,84696204,1516175551,200000,Buying a pet,ACCEPTED,6.7,42613249,"display1_Twitter,display1_Google,display3_Facebook,display3_Google,",Αγαμέμνων Κωστίδης,081-89-4865,1974-04-29,M,Μεσολόγγι,ΤΚ 04327
1913,89333413,47776307,1515883172,290000,Home purchase,ACCEPTED,7.0,,,Ερασμία Παντίσκα,583-54-6527,1979-12-26,F,Ρόδος,88172
1914,84923347,94284327,1515110017,250000,home purchase,REJECTED,14.0,5297309,"display1_Google,display2_Twitter,display1_Twitter,display1_Facebook,",Σεβαστιανή Στρατογιάννη,905-97-2297,1970-12-07,M,Κομοτηνή,ΤΚ 484 82
1915,5846294,56209571,1515163544,250000,home purchase,REJECTED,14.0,,,Χριστοδούλα Μηλιάκη,598-25-8797,1972-11-15,F,Έδεσσα,32976
1916,81037378,20527399,1516216130,200000,home purchase,ACCEPTED,14.0,77800979,"display3_Google,",Κυπαρισσία-Πηνελόπη Καραθανάση,756-97-3514,1977-09-11,M,Κοζάνη,85619
1917,17341226,60207856,1515492867,200000,Refinance existing loans,ACCEPTED,6.7,,,Λεμονής Νιτσοτόλης,876-07-4229,1977-05-28,F,Λιβαδιά,14529
1918,43252882,32682096,1515678675,280000,Refinance existing loans,ACCEPTED,6.7,,,Ισίδωρος Μάστορας,131-85-8841,1970-06-05,F,Πάτρα,ΤΚ 200 34
1919,67569182,50801187,1514998892,240000,Home purchase,ACCEPTED,6.7,,,Ζαχαρούλα Ζαχαριουδάκη,045-84-8729,1991-08-06,M,Μεσολόγγι,52798
1920,42276238,54710768,1514954522,250000,Refinance existing loans,REJECTED,8.7,60803999,"display3_Twitter,",Στεργιαννώ Ταμπορρίνο,350-51-6654,1980-02-18,F,Άμφισσα,ΤΚ 692 83
1921,34697230,94461711,1515312220,150000,home purchase,ACCEPTED,14.0,29405665,"display2_Facebook,display2_Facebook,display2_Facebook,",Χριστοφόρα Γραμμένου,730-21-2993,1979-03-03,M,Πρέβεζα,ΤΚ 197 03
1922,1484276,83643134,1515489345,230000,Home purchase,ACCEPTED,14.0,32346539,"display3_Facebook,display2_Facebook,",Βάιος Ρουπακάς,971-61-4814,1980-10-08,M,Πολύγυρος,160 30
1923,65172752,82917798,1515295644,50000,Refinance existing loans,ACCEPTED,8.7,,,Εφραίμ Μπαγανάς,815-13-4329,1970-08-03,F,Αθήνα,ΤΚ 96289
1924,24674399,44189670,1515770923,80000,Home purchase,ACCEPTED,7.0,,,Ινώ Μωραΐτη,452-53-8799,1983-11-12,M,Λαμία,38936
1925,56437790,24896679,1516055236,210000,Home purchase,REJECTED,8.7,,,Ευστράτιος Τζιώτζης,072-92-1190,1991-04-18,F,Γρεβενά,ΤΚ 152 52
1926,66658864,17132318,1515817490,180000,Home purchase,ACCEPTED,8.7,56820852,"display3_Twitter,",Ευθύμιος Τσιάκος,642-67-8356,1970-03-04,F,Λευκάδα,ΤΚ 47814
1927,52566665,63895435,1517165316,190000,Refinance existing loans,REJECTED,8.7,,,Ιάκωβος Μπλανάς,325-83-7675,1991-05-21,F,Καστοριά,84173
1928,5310764,58753127,1516520123,60000,Buying a pet,ACCEPTED,6.7,83606540,,Δημήτρης-Φαίδων Μάνος,051-00-4091,1972-07-18,M,Ρόδος,12594
1929,13537290,26362303,1516406406,100000,Buying a pet,REJECTED,6.7,,,Ρίζος Αθανασόπουλος,562-00-3483,1972-07-01,F,Θεσσαλονίκη,59531
1930,51732397,14091281,1516228944,40000,Refinance existing loans,ACCEPTED,8.7,42000246,,Φοίβος Αποστολίδης,024-26-7072,1976-09-24,F,Τρίπολη,91118
1931,8948877,28469419,1516773300,250000,Buying a pet,REJECTED,7.0,,,Χριστόφιλη Σταύρου,009-59-4659,1988-07-19,M,Πρέβεζα,17767
1932,66895797,53483275,1515098434,100000,Buying a pet,REJECTED,7.0,,,Σαράντης Λυγκούρας,069-10-1119,1992-07-17,M,Ζάκυνθος,ΤΚ 52837
1933,71299033,83056039,1515754281,30000,Home purchase,ACCEPTED,14.0,,,Λαοκράτης Σιδηρόπουλος,871-09-4966,1986-04-29,F,Πρέβεζα,ΤΚ 10269
