loan_id,user_id,loan_timestamp,loan_amount,loan_purpose,outcome,interest,visit_id,zip_code,name,birthday,city,ssn,gender,cid,campaign_referrer
88341747,9197842,1559781697,100000,Refinance existing loans,REJECTED,6.7,,ΤΚ 377 53,Νεόφυτος Ραφιός,1994-01-29,Κιλκίς,197-67-0140,F,9197842,
30437701,95982356,1515027779,70000,Home purchase,ACCEPTED,6.7,,84103,Φραγκίσκος Νάστος,1973-02-24,Κιλκίς,264-71-5812,F,95982356,
28146879,7568924,1562665932,80000,Buying a pet,ACCEPTED,8.7,,482 06,Ξενοφών Μανιώτης,1973-12-22,Κιλκίς,553-84-7492,M,7568924,
9136847,7568924,1537226615,250000,home purchase,REJECTED,8.7,98555774,482 06,Ξενοφών Μανιώτης,1973-12-22,Κιλκίς,553-84-7492,M,7568924,"display1,Twitter - display1,Facebook - display3,Facebook - display3,Facebook"
60043547,54899740,1559403438,50000,buying a pet,REJECTED,6.7,67382727,ΤΚ 64943,Συμεώνη Παυλίδου,1986-12-10,Κιλκίς,163-63-7834,F,54899740,"display3,Google - display1,Twitter - display3,Twitter - display1,Facebook"
53091037,72963102,1510443166,200000,home purchase,ACCEPTED,14,,ΤΚ 903 04,Χρυσόστομη Εμμανουήλ,1976-04-08,Κιλκίς,422-87-5709,F,72963102,
35594465,18248990,1535800514,60000,Refinance existing loans,ACCEPTED,14,27496499,78051,Καλλιρόη Βασιλάκη,1990-08-18,Κιλκίς,224-94-1644,M,18248990,"display3,Google - display1,Twitter"
68236359,53901086,1529962133,100000,Buying a pet,ACCEPTED,6.7,,07101,Σόλων Πικούνης,1982-02-08,Κιλκίς,043-31-2913,F,53901086,
53305359,53901086,1509922773,150000,Refinance existing loans,ACCEPTED,6.7,,07101,Σόλων Πικούνης,1982-02-08,Κιλκίς,043-31-2913,F,53901086,
22816802,39894818,1560359417,240000,Home purchase,REJECTED,14,,ΤΚ 186 37,Θεοδόσης Γιατρομανωλάκης,1981-10-13,Κιλκίς,902-73-7388,M,39894818,
12405247,39894818,1555847437,280000,home purchase,ACCEPTED,7,,ΤΚ 186 37,Θεοδόσης Γιατρομανωλάκης,1981-10-13,Κιλκίς,902-73-7388,M,39894818,
68442103,11440419,1508072568,190000,Buying a pet,ACCEPTED,6.7,,ΤΚ 28145,Στέργιος Πανούσης,1976-10-13,Κιλκίς,498-31-0488,M,11440419,
21375679,11440419,1534634677,270000,Home purchase,REJECTED,7,,ΤΚ 28145,Στέργιος Πανούσης,1976-10-13,Κιλκίς,498-31-0488,M,11440419,
96470590,46200867,1552392579,230000,Home purchase,REJECTED,14,,ΤΚ 612 01,Αργυρώ Βράσκου,1972-11-26,Κιλκίς,453-45-9030,F,46200867,
36533729,46200867,1509886959,200000,home purchase,REJECTED,14,14630962,ΤΚ 612 01,Αργυρώ Βράσκου,1972-11-26,Κιλκίς,453-45-9030,F,46200867,"display1,Google - display2,Google - display2,Twitter - display2,Facebook - display3,Facebook"
23331622,68157476,1565804232,290000,Refinance existing loans,REJECTED,7,,ΤΚ 92594,Χρήστος-Αλέξανδρος Μπαντής,1983-09-26,Κιλκίς,048-71-4528,F,68157476,
57312316,30960421,1553433691,290000,Refinance existing loans,REJECTED,6.7,,931 24,Γιολάντα Μανουσοπούλου,1978-05-10,Κιλκίς,663-81-4008,F,30960421,
78484768,61369894,1532127240,270000,buying a pet,REJECTED,8.7,,28497,Κυριακή Χατζηχαρίστου,1973-11-18,Κιλκίς,517-52-9362,F,61369894,
51160544,36505896,1520535083,270000,Refinance existing loans,ACCEPTED,6.7,,434 70,Έκτορας Αξαόπουλος,1989-08-27,Κιλκίς,886-58-3809,F,36505896,
18794354,41913131,1516956245,90000,Refinance existing loans,ACCEPTED,7,,16527,Ασπασία-Σταματίνα Παναγιώτου,1982-10-19,Κιλκίς,556-54-8396,F,41913131,
12237630,41913131,1520835270,70000,home purchase,REJECTED,6.7,,16527,Ασπασία-Σταματίνα Παναγιώτου,1982-10-19,Κιλκίς,556-54-8396,F,41913131,
23825929,17015851,1552240519,20000,Buying a pet,ACCEPTED,6.7,,ΤΚ 34241,Δήμητρα Ψυχάρη,1987-01-02,Κιλκίς,150-69-7372,M,17015851,
95722908,17015851,1526653498,170000,Home purchase,ACCEPTED,7,64806799,ΤΚ 34241,Δήμητρα Ψυχάρη,1987-01-02,Κιλκίς,150-69-7372,M,17015851,"display1,Facebook"
76253390,7950125,1531701749,180000,Refinance existing loans,ACCEPTED,14,,ΤΚ 61723,Θεοτόκης Κουράκος,1978-09-15,Κιλκίς,183-97-3390,F,7950125,
90500649,34181679,1560103513,100000,buying a pet,ACCEPTED,6.7,,23361,Τρυφωνία Ρέππα,1994-11-08,Κιλκίς,295-00-8439,F,34181679,
30996230,43518768,1557036216,100000,Buying a pet,ACCEPTED,7,55884190,ΤΚ 04433,Βασίλης Τορομίδης,1988-06-20,Κιλκίς,313-75-8490,F,43518768,"display1,Twitter - display3,Twitter - display1,Facebook"
99351593,20089138,1538126262,20000,Refinance existing loans,ACCEPTED,6.7,,872 01,Γερασιμούλα Φαββάτα,1976-11-19,Κιλκίς,607-72-7501,F,20089138,
57068950,9700405,1509792292,300000,buying a pet,REJECTED,8.7,14067363,301 79,Τηλεμαχος Κοντογιάννης,1991-03-22,Κιλκίς,277-88-2719,M,9700405,"display2,Google - display3,Facebook - display3,Facebook"
66534857,44392759,1558256730,200000,Home purchase,ACCEPTED,7,,57026,Βεατρίκη-Καλή Μαράκη,1982-07-19,Κιλκίς,622-04-0454,F,44392759,
24410304,44392759,1568506889,240000,buying a pet,REJECTED,8.7,,57026,Βεατρίκη-Καλή Μαράκη,1982-07-19,Κιλκίς,622-04-0454,F,44392759,
1300315,62897207,1512444228,290000,buying a pet,ACCEPTED,6.7,4478513,00965,Γεώργιος Κατσιγιάννης,1996-04-22,Κιλκίς,372-68-8312,F,62897207,"display3,Google - display1,Facebook - display3,Facebook"
37967346,32634425,1540902737,200000,Buying a pet,REJECTED,6.7,,ΤΚ 00227,Νεόφυτος Κραββαρίτης,1971-07-23,Κιλκίς,455-73-8498,M,32634425,
61665755,60525371,1555622357,40000,Buying a pet,REJECTED,6.7,,67482,Λεονάρδος Καρούσος,1983-08-09,Κιλκίς,713-05-2736,M,60525371,
91482981,60525371,1545594631,180000,Refinance existing loans,ACCEPTED,14,39081066,67482,Λεονάρδος Καρούσος,1983-08-09,Κιλκίς,713-05-2736,M,60525371,"display3,Google - display3,Google"
2187236,63782718,1568397474,300000,home purchase,REJECTED,14,23598642,11117,Φαίδρα Σπαθάρη,1990-06-30,Κιλκίς,736-69-8911,F,63782718,"display1,Google - display2,Twitter - display2,Facebook"
16649885,63782718,1533928754,270000,Refinance existing loans,REJECTED,14,,11117,Φαίδρα Σπαθάρη,1990-06-30,Κιλκίς,736-69-8911,F,63782718,
81980955,98279998,1529432244,30000,Refinance existing loans,ACCEPTED,6.7,,219 58,Ευγένιος Αναστασίου,1990-06-17,Κιλκίς,407-09-9359,M,98279998,
92412761,98279998,1514446894,270000,Refinance existing loans,ACCEPTED,6.7,30684533,219 58,Ευγένιος Αναστασίου,1990-06-17,Κιλκίς,407-09-9359,M,98279998,"display3,Google - display2,Facebook - display2,Facebook - display2,Facebook - display3,Facebook"
94554537,22198336,1508329290,200000,Refinance existing loans,REJECTED,6.7,,ΤΚ 98039,Ευσεβία Βαΐου,1979-01-27,Κιλκίς,461-97-0651,F,22198336,
50021144,26234948,1566608727,80000,Buying a pet,REJECTED,8.7,,298 70,Βρασίδας Παπαδάκης,1995-10-12,Κιλκίς,854-27-6619,F,26234948,
22214570,89815111,1556771081,80000,buying a pet,REJECTED,14,,69631,Ιππόλυτος Μελιτσόπουλος,1981-11-02,Κιλκίς,214-68-9026,M,89815111,
65403905,89815111,1542933049,260000,Home purchase,REJECTED,8.7,,69631,Ιππόλυτος Μελιτσόπουλος,1981-11-02,Κιλκίς,214-68-9026,M,89815111,
47788946,60307273,1550075655,50000,Refinance existing loans,REJECTED,6.7,,565 22,Ξανθή Γεωργούλα,1982-07-20,Κιλκίς,146-60-2101,F,60307273,
35586051,60307273,1536559752,250000,Refinance existing loans,REJECTED,6.7,62038231,565 22,Ξανθή Γεωργούλα,1982-07-20,Κιλκίς,146-60-2101,F,60307273,"display2,Google - display1,Twitter - display1,Twitter - display3,Twitter"
91138028,57654858,1520352423,100000,Refinance existing loans,REJECTED,14,,831 91,Δαμασκηνή Ευαγγελάκη,1975-01-08,Κιλκίς,711-19-4381,M,57654858,
85186669,9621066,1566958814,180000,Buying a pet,REJECTED,6.7,,06492,Ιερώνυμος Μπίλλας,1978-08-14,Κιλκίς,509-17-7774,M,9621066,
65782190,9621066,1518754169,180000,Home purchase,REJECTED,7,,06492,Ιερώνυμος Μπίλλας,1978-08-14,Κιλκίς,509-17-7774,M,9621066,
90575825,22148427,1530480542,210000,Refinance existing loans,REJECTED,6.7,,ΤΚ 798 87,Ευμένιος Βελεντζάς,1995-01-05,Κιλκίς,844-47-4697,F,22148427,
45924732,26654284,1549863171,220000,Home purchase,ACCEPTED,14,,25575,Κλεόβουλος Σαουλίδης,1990-11-17,Κιλκίς,079-17-4288,M,26654284,
46201883,26654284,1555067617,200000,buying a pet,REJECTED,8.7,,25575,Κλεόβουλος Σαουλίδης,1990-11-17,Κιλκίς,079-17-4288,M,26654284,
15125152,74592589,1519429644,180000,buying a pet,ACCEPTED,14,,ΤΚ 425 89,Αικατερίνη Τόμπρη,1974-07-17,Κιλκίς,876-22-5181,M,74592589,
61491923,55752269,1535113830,120000,Refinance existing loans,REJECTED,8.7,32111177,906 53,Κυριακή Παπασταύρου,1978-01-19,Κιλκίς,559-16-2473,F,55752269,"display3,Google - display2,Twitter"
28087458,55752269,1545246109,200000,Buying a pet,ACCEPTED,7,95261246,906 53,Κυριακή Παπασταύρου,1978-01-19,Κιλκίς,559-16-2473,F,55752269,"display3,Twitter"
83965133,13489997,1512502846,210000,Home purchase,REJECTED,6.7,,82977,Φωκάς Ρίζος,1981-01-10,Κιλκίς,075-51-7673,F,13489997,
44218287,81791822,1523693194,30000,Buying a pet,ACCEPTED,7,,ΤΚ 620 92,Ίκαρος Γεντίμης,1981-08-26,Κιλκίς,714-31-5807,F,81791822,
63439193,81791822,1510355371,180000,Home purchase,REJECTED,8.7,,ΤΚ 620 92,Ίκαρος Γεντίμης,1981-08-26,Κιλκίς,714-31-5807,F,81791822,
90082310,89390926,1568365014,150000,Buying a pet,REJECTED,7,,ΤΚ 350 26,Αγαπητός Καρακάξης,1988-05-05,Κιλκίς,541-92-4707,M,89390926,
44666951,89390926,1535488117,30000,Buying a pet,REJECTED,8.7,95015820,ΤΚ 350 26,Αγαπητός Καρακάξης,1988-05-05,Κιλκίς,541-92-4707,M,89390926,"display3,Twitter"
77254838,45371472,1548707369,190000,Home purchase,ACCEPTED,8.7,,06044,Βιργινία-Βεατρίκη Παπανάνου,1978-12-06,Κιλκίς,933-62-4193,M,45371472,
47000219,17696337,1566012393,280000,home purchase,REJECTED,6.7,,79304,Πανταζής Μποζίκης,1977-05-02,Κιλκίς,538-98-7593,M,17696337,
29836543,17696337,1512944329,300000,Buying a pet,ACCEPTED,8.7,,79304,Πανταζής Μποζίκης,1977-05-02,Κιλκίς,538-98-7593,M,17696337,
97137756,14935121,1544731238,270000,Refinance existing loans,REJECTED,8.7,,45801,Αγαπητός Μεϊμάρης,1984-09-26,Κιλκίς,547-75-6568,F,14935121,
46217130,14935121,1519141479,80000,Refinance existing loans,ACCEPTED,14,,45801,Αγαπητός Μεϊμάρης,1984-09-26,Κιλκίς,547-75-6568,F,14935121,
576601,26018132,1507282093,190000,Refinance existing loans,REJECTED,14,,86163,Αβραάμ Πατμανίδης,1995-06-30,Κιλκίς,996-02-1383,F,26018132,
50788927,26018132,1547629885,60000,Home purchase,ACCEPTED,7,,86163,Αβραάμ Πατμανίδης,1995-06-30,Κιλκίς,996-02-1383,F,26018132,
16624617,80612436,1519649378,200000,Refinance existing loans,REJECTED,8.7,,52085,Θεόπιστος Γρίβας,1984-10-31,Κιλκίς,517-64-5221,M,80612436,
77968909,41217364,1542745828,300000,Refinance existing loans,REJECTED,6.7,,65232,Χρυσοβαλάντου Μπεκάκου,1975-03-07,Κιλκίς,394-50-3551,F,41217364,
28947923,41217364,1519568492,210000,Refinance existing loans,REJECTED,8.7,,65232,Χρυσοβαλάντου Μπεκάκου,1975-03-07,Κιλκίς,394-50-3551,F,41217364,
43982878,4287575,1563405396,70000,Buying a pet,ACCEPTED,7,,764 10,Θεοδούλη Νίκα,1971-02-02,Κιλκίς,537-27-5264,F,4287575,
22265879,4287575,1530931104,260000,Home purchase,REJECTED,7,,764 10,Θεοδούλη Νίκα,1971-02-02,Κιλκίς,537-27-5264,F,4287575,
98827802,60094552,1558843440,100000,Refinance existing loans,ACCEPTED,14,,ΤΚ 83519,Μελπομένη Συβιλιά,1974-12-08,Κιλκίς,003-97-4904,F,60094552,
34169645,76424025,1541499827,80000,Refinance existing loans,ACCEPTED,14,,491 82,Ντανιέλα Δρακάκη,1986-06-24,Κιλκίς,346-38-5370,M,76424025,
97870631,28044890,1543384982,290000,Buying a pet,REJECTED,14,,010 12,Αμφιθέα Κανελή,1978-03-08,Κιλκίς,206-37-6484,F,28044890,
31659269,28044890,1560050431,250000,Buying a pet,REJECTED,7,,010 12,Αμφιθέα Κανελή,1978-03-08,Κιλκίς,206-37-6484,F,28044890,
64382886,72822875,1525884012,290000,Home purchase,ACCEPTED,7,,ΤΚ 73875,Ασημής Μουτουσίδης,1971-06-23,Κιλκίς,875-83-3380,F,72822875,
15883368,92660315,1507177384,30000,Refinance existing loans,ACCEPTED,14,,69162,Πολυξένη Φωτιάδου,1978-08-22,Κιλκίς,851-09-4037,F,92660315,
25779717,41058141,1538092783,20000,Home purchase,REJECTED,6.7,,531 61,Σελήνη Ροδίτου,1983-03-22,Κιλκίς,556-62-5740,M,41058141,
81399584,15512927,1566936244,200000,Refinance existing loans,ACCEPTED,6.7,34795578,ΤΚ 654 80,Σεβαστή Δρυμαλίτου,1978-09-07,Κιλκίς,368-56-9357,F,15512927,"display1,Twitter - display1,Twitter - display1,Facebook - display3,Facebook"
12348485,46881632,1556767658,170000,Buying a pet,REJECTED,8.7,,ΤΚ 631 03,Ιερεμίας Σμαρδάς,1987-04-21,Κιλκίς,937-79-6268,F,46881632,
3637902,69094241,1529756612,220000,Home purchase,REJECTED,7,,260 90,Σταμάτιος Μαρκόπουλος,1973-10-21,Κιλκίς,447-70-0623,F,69094241,
68139679,32794721,1566953149,230000,Buying a pet,ACCEPTED,14,,ΤΚ 24475,Λεμονιά Τόλη,1972-11-14,Κιλκίς,483-12-6772,F,32794721,
6164242,32794721,1517913244,210000,home purchase,REJECTED,7,,ΤΚ 24475,Λεμονιά Τόλη,1972-11-14,Κιλκίς,483-12-6772,F,32794721,
4177074,5073761,1522136514,70000,Buying a pet,REJECTED,7,,18199,Θεοχάρης Κοντογιάννης,1994-06-13,Κιλκίς,615-16-3015,F,5073761,
66113901,5073761,1522915485,280000,Refinance existing loans,REJECTED,8.7,52034543,18199,Θεοχάρης Κοντογιάννης,1994-06-13,Κιλκίς,615-16-3015,F,5073761,"display2,Google - display3,Google - display3,Google - display1,Twitter"
96219804,62847586,1530594614,220000,Refinance existing loans,REJECTED,6.7,,ΤΚ 59541,Κυπριανή Νικολάτου,1983-08-03,Κιλκίς,302-61-9935,M,62847586,
174601,62847586,1557070309,280000,Home purchase,REJECTED,6.7,42792103,ΤΚ 59541,Κυπριανή Νικολάτου,1983-08-03,Κιλκίς,302-61-9935,M,62847586,"display2,Google - display1,Twitter"
62543906,40312931,1537614939,290000,Buying a pet,ACCEPTED,8.7,,418 83,Διαμαντής Σπηλιώτης,1986-03-06,Κιλκίς,210-99-1464,M,40312931,
25259126,45954404,1526945134,200000,Home purchase,REJECTED,6.7,,ΤΚ 456 75,Ροδιά Αλυσανδράτου,1973-01-06,Κιλκίς,355-53-8408,F,45954404,
94235845,46316388,1517472939,220000,buying a pet,ACCEPTED,8.7,,ΤΚ 81220,Κορνήλιος Χρονόπουλος,1993-07-08,Κιλκίς,703-21-2486,F,46316388,
57771291,10859622,1548087470,70000,Buying a pet,ACCEPTED,8.7,,257 72,Ρωμανός Ορφανάκης,1987-08-25,Κιλκίς,234-82-8494,F,10859622,
62567584,10859622,1537738991,280000,Buying a pet,ACCEPTED,14,,257 72,Ρωμανός Ορφανάκης,1987-08-25,Κιλκίς,234-82-8494,F,10859622,
42063401,91143014,1553487976,70000,Home purchase,REJECTED,7,,365 59,Ιουλία Τσαμοπούλου,1978-01-07,Κιλκίς,253-84-1154,F,91143014,
97270090,36598631,1564770983,250000,Refinance existing loans,ACCEPTED,8.7,,774 97,Ευάγγελος-Θεόδουλος Γρεβενάρης,1994-01-16,Κιλκίς,354-05-4864,F,36598631,
99644447,83153768,1529147346,180000,Refinance existing loans,ACCEPTED,14,46379032,ΤΚ 65267,Περσεφόνη Αναστασάκη,1972-07-23,Κιλκίς,437-70-7717,F,83153768,"display2,Google - display3,Google - display3,Google - display2,Twitter"
53779449,77840745,1541842376,260000,Buying a pet,REJECTED,14,95993909,ΤΚ 295 79,Άγγελος Καμποσάκης,1970-05-05,Κιλκίς,741-67-0726,M,77840745,"display2,Google - display2,Google - display3,Google"
94314893,77840745,1523808936,20000,Refinance existing loans,REJECTED,7,,ΤΚ 295 79,Άγγελος Καμποσάκης,1970-05-05,Κιλκίς,741-67-0726,M,77840745,
42977245,40676203,1523237638,40000,Buying a pet,ACCEPTED,8.7,82750636,950 13,Αβραάμ Ντόκος,1989-05-30,Κιλκίς,696-75-0043,F,40676203,"display1,Facebook"
52265478,8829035,1525783596,60000,Buying a pet,ACCEPTED,6.7,,ΤΚ 940 04,Σοφία Φειζατίδου,1979-09-14,Κιλκίς,658-61-4714,F,8829035,
60381011,8829035,1556771378,260000,Refinance existing loans,REJECTED,8.7,,ΤΚ 940 04,Σοφία Φειζατίδου,1979-09-14,Κιλκίς,658-61-4714,F,8829035,
6615651,36395372,1522711049,210000,Home purchase,ACCEPTED,6.7,,74933,Παύλος Κουκουλιάντας,1987-11-01,Κιλκίς,122-23-0597,F,36395372,
12946494,36395372,1528520588,200000,Buying a pet,ACCEPTED,6.7,,74933,Παύλος Κουκουλιάντας,1987-11-01,Κιλκίς,122-23-0597,F,36395372,
5031615,17502317,1548512807,250000,Buying a pet,REJECTED,6.7,27499250,523 58,Αδαμάντιος Θεοχάρης,1975-10-02,Κιλκίς,621-18-0332,M,17502317,"display1,Twitter - display2,Facebook"
58808568,38628718,1519503781,260000,Buying a pet,ACCEPTED,7,,49621,Χρυσούλα-Κλεονίκη Ματεντσίδου,1976-03-19,Κιλκίς,223-15-5188,F,38628718,
65892553,23491694,1551440086,220000,Refinance existing loans,ACCEPTED,6.7,,ΤΚ 069 91,Ακριβός Βαρακλής,1992-01-24,Κιλκίς,907-59-8354,M,23491694,
76623016,79610478,1548304858,30000,Refinance existing loans,REJECTED,8.7,,669 93,Αντίγονος Πέππας,1973-08-06,Κιλκίς,117-44-6344,M,79610478,
36917069,79610478,1543774280,290000,Buying a pet,REJECTED,8.7,,669 93,Αντίγονος Πέππας,1973-08-06,Κιλκίς,117-44-6344,M,79610478,
71547851,18368882,1516039747,210000,Buying a pet,ACCEPTED,8.7,,ΤΚ 85133,Παντελής Βουτσελας,1986-08-18,Κιλκίς,781-64-1202,F,18368882,
58940876,18368882,1568146554,300000,Refinance existing loans,ACCEPTED,7,,ΤΚ 85133,Παντελής Βουτσελας,1986-08-18,Κιλκίς,781-64-1202,F,18368882,
80669963,22491763,1517478226,270000,Refinance existing loans,ACCEPTED,6.7,,79631,Αρχοντία Δάφνη,1995-06-17,Κιλκίς,077-03-3183,M,22491763,
26216041,22491763,1552981876,230000,Refinance existing loans,ACCEPTED,14,,79631,Αρχοντία Δάφνη,1995-06-17,Κιλκίς,077-03-3183,M,22491763,
28434494,20670327,1518380778,40000,Buying a pet,ACCEPTED,7,51509357,42916,Φλωρεντία-Ξένη Σιόλου,1987-08-07,Κιλκίς,166-02-3144,F,20670327,"display1,Twitter - display3,Twitter - display3,Twitter - display2,Facebook"
73365346,20670327,1533992494,80000,Refinance existing loans,ACCEPTED,14,,42916,Φλωρεντία-Ξένη Σιόλου,1987-08-07,Κιλκίς,166-02-3144,F,20670327,
31574969,14467448,1569762943,280000,Buying a pet,ACCEPTED,8.7,,ΤΚ 496 86,Πρόδρομος Ράλλης,1981-04-03,Κιλκίς,224-53-6558,F,14467448,
51715150,37905786,1565870797,40000,Home purchase,ACCEPTED,14,87630047,24027,Ιοκάστη Κουτσουρέλη,1980-05-11,Κιλκίς,139-14-8260,M,37905786,"display2,Twitter"
43635798,37905786,1511550271,300000,Refinance existing loans,REJECTED,14,33887291,24027,Ιοκάστη Κουτσουρέλη,1980-05-11,Κιλκίς,139-14-8260,M,37905786,"display2,Google"
81329730,73469820,1519121876,150000,Buying a pet,REJECTED,6.7,5923708,603 50,Λέων Χρυσίδης,1984-02-19,Κιλκίς,320-64-4173,F,73469820,"display1,Google - display2,Google - display1,Twitter - display1,Facebook - display2,Facebook"
49292910,73469820,1519011003,90000,Buying a pet,ACCEPTED,14,1446631,603 50,Λέων Χρυσίδης,1984-02-19,Κιλκίς,320-64-4173,F,73469820,"display3,Twitter - display1,Facebook"
46463270,18116988,1548109327,240000,Refinance existing loans,ACCEPTED,7,,ΤΚ 36184,Ροδαμάνθη-Μαλαματένια Δουλγεράκη,1990-08-08,Κιλκίς,955-79-9379,M,18116988,
43451670,89490558,1556980698,190000,Buying a pet,ACCEPTED,8.7,43816991,ΤΚ 982 76,Κορνηλία Τρεντσίου,1976-04-15,Κιλκίς,866-35-4175,F,89490558,"display2,Facebook"
62836448,75663742,1559784249,150000,Refinance existing loans,REJECTED,8.7,90125979,72151,Σαλώμη Χιωτίδου,1993-10-01,Κιλκίς,155-04-2435,F,75663742,"display1,Twitter - display1,Facebook"
81622799,75663742,1540493373,200000,Home purchase,ACCEPTED,6.7,97129168,72151,Σαλώμη Χιωτίδου,1993-10-01,Κιλκίς,155-04-2435,F,75663742,"display3,Google - display2,Twitter - display3,Twitter"
69667901,46522238,1548196246,220000,buying a pet,REJECTED,14,,70510,Οδυσσέας Κατσαντώνης,1971-10-13,Κιλκίς,775-42-0204,F,46522238,
69656000,46522238,1551419271,180000,buying a pet,REJECTED,7,18699864,70510,Οδυσσέας Κατσαντώνης,1971-10-13,Κιλκίς,775-42-0204,F,46522238,"display2,Google - display2,Twitter"
54245930,26950015,1545191197,240000,Home purchase,REJECTED,6.7,,908 99,Πέτρος Βιλδός,1985-03-01,Κιλκίς,342-37-9039,M,26950015,
52479052,26950015,1549513717,250000,Refinance existing loans,REJECTED,7,7189459,908 99,Πέτρος Βιλδός,1985-03-01,Κιλκίς,342-37-9039,M,26950015,"display3,Google - display1,Twitter - display3,Twitter - display3,Twitter - display2,Facebook"
54730437,59802241,1545573361,150000,buying a pet,REJECTED,6.7,,ΤΚ 786 46,Φανουρία Φωλιά,1981-08-16,Κιλκίς,443-36-1129,F,59802241,
17403570,59802241,1512186455,220000,Home purchase,ACCEPTED,6.7,,ΤΚ 786 46,Φανουρία Φωλιά,1981-08-16,Κιλκίς,443-36-1129,F,59802241,
59065948,72410244,1527105204,240000,Refinance existing loans,ACCEPTED,14,5542063,585 01,Αδάμ Σεβδάς,1970-07-23,Κιλκίς,567-00-7704,F,72410244,"display2,Facebook - display3,Facebook"
22750162,18887045,1523551395,40000,Buying a pet,REJECTED,8.7,,864 53,Πασχαλιά Παυλίδου,1979-11-15,Κιλκίς,394-01-2507,F,18887045,
64751241,21401477,1512583769,80000,Refinance existing loans,REJECTED,8.7,19433674,218 42,Αθηνόδωρος Σοφιανός,1977-10-03,Κιλκίς,289-52-3792,M,21401477,"display2,Google - display2,Twitter - display2,Facebook"
26331829,21401477,1544658251,260000,Home purchase,ACCEPTED,14,76376527,218 42,Αθηνόδωρος Σοφιανός,1977-10-03,Κιλκίς,289-52-3792,M,21401477,"display3,Google - display2,Twitter - display3,Facebook"
13135987,10823047,1561282279,240000,Buying a pet,ACCEPTED,14,7051177,713 92,Πασχάλης Γκούσκος,1975-05-26,Κιλκίς,781-16-2751,F,10823047,"display1,Google - display1,Google - display2,Google - display3,Twitter - display1,Facebook"
21449256,93578119,1514071577,180000,Buying a pet,ACCEPTED,6.7,,890 85,Δήμος Φωκάς,1970-11-10,Κιλκίς,625-22-7217,F,93578119,
72771075,86568071,1540370119,30000,Refinance existing loans,REJECTED,7,56560134,24882,Ταξιάρχης Θεοχάρης,1973-01-14,Κιλκίς,646-04-5838,M,86568071,"display1,Google - display2,Google"
5711863,86568071,1559792385,230000,Refinance existing loans,ACCEPTED,6.7,,24882,Ταξιάρχης Θεοχάρης,1973-01-14,Κιλκίς,646-04-5838,M,86568071,
56617658,73464200,1534278994,40000,buying a pet,ACCEPTED,8.7,,51909,Κυπαρισσία Παπαδοπούλου,1976-11-03,Κιλκίς,127-64-0621,F,73464200,
28985982,62948745,1542987116,200000,home purchase,REJECTED,6.7,,527 48,Αριστομένης Δακαναλής,1978-06-15,Κιλκίς,293-49-8138,F,62948745,
74481062,62948745,1535573346,90000,Buying a pet,REJECTED,7,67058913,527 48,Αριστομένης Δακαναλής,1978-06-15,Κιλκίς,293-49-8138,F,62948745,"display3,Google - display3,Twitter - display3,Twitter - display2,Facebook"
60566352,92179849,1564182673,30000,Refinance existing loans,REJECTED,7,6971044,68602,Στέλλα Φραγκιαδάκη,1976-09-09,Κιλκίς,383-01-9507,M,92179849,"display1,Google - display3,Google - display2,Facebook - display3,Facebook - display3,Facebook"
35089336,28542347,1508744057,290000,Refinance existing loans,REJECTED,6.7,,ΤΚ 43288,Κυπριανός Μιχαηλίδης,1971-03-13,Κιλκίς,049-98-3659,F,28542347,
92685347,11848333,1569503114,220000,Refinance existing loans,REJECTED,7,,907 85,Συμεών Σπυριδάκης,1996-07-18,Κιλκίς,854-96-3078,F,11848333,
19120017,11848333,1546494375,70000,Refinance existing loans,ACCEPTED,7,,907 85,Συμεών Σπυριδάκης,1996-07-18,Κιλκίς,854-96-3078,F,11848333,
83554108,22958734,1569197068,90000,Refinance existing loans,ACCEPTED,7,44765217,ΤΚ 50816,Ιωάννης Παπαδόπουλος,1990-06-16,Κιλκίς,564-69-2366,M,22958734,"display2,Google - display3,Twitter - display1,Facebook - display2,Facebook - display2,Facebook"
18911535,22958734,1568144079,80000,Buying a pet,REJECTED,6.7,,ΤΚ 50816,Ιωάννης Παπαδόπουλος,1990-06-16,Κιλκίς,564-69-2366,M,22958734,
14691627,435599,1557144883,210000,Refinance existing loans,REJECTED,8.7,61427247,39587,Νίκη-Βασιλεία Προύβα,1980-09-22,Κιλκίς,214-47-7354,F,435599,"display2,Google - display1,Twitter - display3,Twitter"
80544192,73462416,1562800685,40000,Home purchase,REJECTED,8.7,,ΤΚ 288 72,Πανωραία-Ρουμπίνη Γαλάνη,1988-08-30,Κιλκίς,491-62-4622,F,73462416,
10017847,1831057,1560102271,180000,home purchase,ACCEPTED,14,,ΤΚ 15260,Καλομοίρα Παπακώστα,1995-01-06,Κιλκίς,892-55-0186,F,1831057,
13484053,1831057,1516464188,270000,Refinance existing loans,ACCEPTED,8.7,,ΤΚ 15260,Καλομοίρα Παπακώστα,1995-01-06,Κιλκίς,892-55-0186,F,1831057,
93299448,18317203,1525236389,210000,buying a pet,ACCEPTED,7,,ΤΚ 70582,Αγαθόνικος Λάκκας,1970-01-27,Κιλκίς,348-39-3162,M,18317203,
63325116,12807572,1545052806,30000,Home purchase,ACCEPTED,8.7,,ΤΚ 49330,Μαλβίνα Μπεσύρη,1982-02-08,Κιλκίς,107-37-6748,M,12807572,
